Gene Name,CpG Count,CpG Percentage
Ak3.fasta,5,0.7342143906020557
Aplp2.fasta,16,0.7092198581560284
Aqp1.fasta,5,0.6172839506172839
Arl8b.fasta,7,1.2477718360071302
Atf4.fasta,3,0.2857142857142857
Atp5f1c.fasta,4,0.48484848484848486
Cmya5.fasta,55,0.4985948690055299
Coq5.fasta,11,1.1178861788617886
Cpe.fasta,15,1.0482180293501049
Dnajb5.fasta,14,1.1084718923198733
Eif3b.fasta,18,0.7462686567164178
Ensa.fasta,0,0.0
Fbxo40.fasta,20,0.9376465072667605
Fin14.fasta,0,0.0
Foxo4.fasta,10,0.6587615283267457
Hrc.fasta,19,0.8570139828597204
Idh2.fasta,8,0.5886681383370125
Ipo13.fasta,21,0.7261410788381742
Itgb1bp2.fasta,5,0.4748338081671415
Jak1.fasta,21,0.6647673314339981
Jsrp1.fasta,12,1.2012012012012012
Kpna3.fasta,4,0.2554278416347382
Lamp1.fasta,6,0.49019607843137253
Lpl.fasta,11,0.7719298245614036
Lrrc2.fasta,10,0.8960573476702508
Lrrc20.fasta,2,0.36036036036036034
Mapk12.fasta,13,1.231060606060606
Mbnl2.fasta,6,0.53475935828877
Mllt11.fasta,0,0.0
Mreg.fasta,11,1.7054263565891472
Myh8.fasta,38,0.6535947712418301
Myl1.fasta,2,0.44150110375275936
Opa1.fasta,26,0.8852570650323459
Pdp1.fasta,17,1.051329622758194
Pfkm.fasta,23,0.9816474605207
Ppp1r2.fasta,2,0.322061191626409
Psmd7.fasta,5,0.5175983436853002
Qser1.fasta,19,0.35401527855412707
Rac1.fasta,2,0.3144654088050315
Scn4a.fasta,30,0.5428881650380022
Scn4b.fasta,3,0.43668122270742354
Sdha.fasta,23,1.1528822055137844
Tmem70.fasta,8,1.045751633986928
Tob1.fasta,7,0.642791551882461
Txlnb.fasta,8,0.3887269193391642
Uqcrc2.fasta,10,0.7342143906020557
